Année,Tournoi,Tour,Joueur_1,Joueur_2,Res_1,Res_2,Cote_1,Cote_2,Tournoi_type
2014,marseille,8,3,0,2,1,1.34,3.11,0
2014,marseille,8,0,8,0,2,2.57,1.46,0
2014,marseille,8,7,0,1,2,1.3,3.36,0
2014,marseille,8,0,4,2,0,1.58,2.27,0
2014,marseille,8,6,0,2,0,1.56,2.31,0
2014,marseille,8,0,2,0,2,4.76,1.16,0
2014,marseille,4,1,5,2,0,1.33,3.23,0
2014,marseille,4,3,8,2,0,1.4,2.8,0
2014,marseille,4,0,0,2,0,2.63,1.46,0
2014,marseille,4,6,2,1,2,5.5,1.13,0
2014,marseille,2,1,3,0,2,1.6,2.24,0
2014,marseille,2,0,2,0,2,5.31,1.14,0
2014,marseille,1,3,2,2,0,2.14,1.68,0
2013,marseille,16,35,0,2,0,1.79,1.93,0
2013,marseille,16,0,35,2,0,1.09,7.02,0
2013,marseille,16,0,7,0,2,2.78,1.4,0
2013,marseille,16,34,34,2,0,2.6,1.45,0
2013,marseille,16,35,0,0,2,1.22,4.03,0
2013,marseille,16,0,5,2,1,5.56,1.12,0
2013,marseille,16,8,0,1,2,3.18,1.33,0
2013,marseille,16,0,0,1,2,1.2,4.2,0
2013,marseille,16,34,0,1,2,2.74,1.41,0
2013,marseille,16,6,0,2,0,1.24,3.84,0
2013,marseille,16,34,0,1,2,4.03,1.22,0
2013,marseille,16,0,0,2,0,1.24,3.78,0
2013,marseille,8,1,0,2,1,1.38,2.89,0
2013,marseille,8,0,7,0,2,1.69,2.07,0
2013,marseille,8,4,0,0,2,1.25,3.71,0
2013,marseille,8,0,0,0,2,1.72,2.02,0
2013,marseille,8,0,0,2,0,1.19,4.34,0
2013,marseille,8,0,3,0,2,3.56,1.27,0
2013,marseille,8,6,0,2,0,1.2,4.24,0
2013,marseille,8,0,2,1,2,3.36,1.3,0
2013,marseille,4,1,7,2,1,1.35,3.06,0
2013,marseille,4,0,0,2,1,1.84,1.88,0
2013,marseille,4,0,3,1,2,4.08,1.22,0
2013,marseille,4,6,2,2,0,3.51,1.28,0
2013,marseille,2,1,0,2,0,1.09,6.81,0
2013,marseille,2,3,6,2,0,1.46,2.61,0
2013,marseille,1,1,3,1,2,1.63,2.2,0
2012,marseille,16,0,0,2,0,1.32,3.28,0
2012,marseille,16,0,0,0,2,1.32,3.29,0
2012,marseille,16,0,0,2,0,3.39,1.3,0
2012,marseille,16,0,0,2,0,1.15,5.02,0
2012,marseille,16,0,0,2,0,1.92,1.8,0
2012,marseille,16,0,0,0,2,7.4,1.08,0
2012,marseille,16,0,0,2,1,1.42,2.71,0
2012,marseille,16,0,0,1,2,1.31,3.31,0
2012,marseille,16,0,0,2,1,1.22,4.15,0
2012,marseille,16,0,0,0,2,3.21,1.32,0
2012,marseille,16,0,0,0,2,1.41,2.74,0
2012,marseille,8,0,0,2,0,1.12,5.81,0
2012,marseille,8,0,0,2,0,1.5,2.48,0
2012,marseille,8,0,0,0,2,6.12,1.11,0
2012,marseille,8,0,0,2,0,1.5,2.49,0
2012,marseille,8,0,0,0,2,5.18,1.14,0
2012,marseille,8,0,0,1,2,2.25,1.6,0
2012,marseille,8,0,0,2,1,5.65,1.12,0
2012,marseille,4,0,0,2,0,1.09,7.15,0
2012,marseille,4,0,0,2,0,1.38,2.89,0
2012,marseille,4,0,0,0,2,3.13,1.35,0
2012,marseille,4,0,0,2,0,1.25,3.78,0
2012,marseille,2,0,0,1,2,1.79,1.94,0
2012,marseille,2,0,0,0,2,1.46,2.58,0
2012,marseille,1,0,0,2,0,1.23,4.06,0
2021,masters-de-paris-bercy,32,0,0,2,1,1.59,2.35,1
2021,masters-de-paris-bercy,32,0,0,2,0,2.73,1.44,1
2021,masters-de-paris-bercy,32,34,15,1,2,3.51,1.3,1
2021,masters-de-paris-bercy,32,10,0,2,0,1.08,8.24,1
2021,masters-de-paris-bercy,32,0,0,0,2,1.94,1.86,1
2021,masters-de-paris-bercy,32,0,0,1,2,2.23,1.64,1
2021,masters-de-paris-bercy,32,36,0,2,0,2.75,1.44,1
2021,masters-de-paris-bercy,32,0,36,1,2,2.33,1.6,1
2021,masters-de-paris-bercy,32,0,14,2,1,3.45,1.31,1
2021,masters-de-paris-bercy,32,9,34,2,1,1.15,5.41,1
2021,masters-de-paris-bercy,32,35,36,1,2,1.24,4.08,1
2021,masters-de-paris-bercy,32,34,0,2,0,1.7,2.16,1
2021,masters-de-paris-bercy,32,0,0,2,1,2.17,1.66,1
2021,masters-de-paris-bercy,32,0,34,1,2,1.52,2.5,1
2021,masters-de-paris-bercy,32,0,11,1,2,3.76,1.27,1
2021,masters-de-paris-bercy,32,16,35,2,1,1.24,4.09,1
2021,masters-de-paris-bercy,32,0,34,2,0,1.3,3.55,1
2021,masters-de-paris-bercy,32,0,0,2,0,2.83,1.43,1
2021,masters-de-paris-bercy,32,35,0,1,2,4.03,1.25,1
2021,masters-de-paris-bercy,32,34,35,2,1,2.29,1.62,1
2021,masters-de-paris-bercy,32,0,12,0,2,3.75,1.27,1
2021,masters-de-paris-bercy,32,13,0,1,2,1.59,2.36,1
2021,masters-de-paris-bercy,32,0,0,2,0,1.53,2.45,1
2021,masters-de-paris-bercy,32,0,0,2,0,1.24,4.13,1
2021,masters-de-paris-bercy,16,1,0,2,1,1.09,7.4,1
2021,masters-de-paris-bercy,16,0,15,1,2,3.5,1.3,1
2021,masters-de-paris-bercy,16,10,0,2,0,1.47,2.7,1
2021,masters-de-paris-bercy,16,0,5,2,0,2.61,1.5,1
2021,masters-de-paris-bercy,16,0,0,1,2,2.31,1.62,1
2021,masters-de-paris-bercy,16,9,0,0,2,1.18,4.87,1
2021,masters-de-paris-bercy,16,0,7,0,2,3.0,1.39,1
2021,masters-de-paris-bercy,16,6,0,2,0,1.28,3.61,1
2021,masters-de-paris-bercy,16,0,11,2,0,3.1,1.36,1
2021,masters-de-paris-bercy,16,16,0,2,1,1.75,2.08,1
2021,masters-de-paris-bercy,16,0,4,0,2,9.9,1.06,1
2021,masters-de-paris-bercy,16,8,0,0,2,1.35,3.14,1
2021,masters-de-paris-bercy,16,0,12,2,1,4.35,1.22,1
2021,masters-de-paris-bercy,16,0,0,2,0,1.91,1.86,1
2021,masters-de-paris-bercy,16,0,2,0,2,5.33,1.15,1
2021,masters-de-paris-bercy,8,10,0,0,2,1.55,2.46,1
2021,masters-de-paris-bercy,8,0,0,0,2,1.57,2.4,1
2021,masters-de-paris-bercy,8,0,7,1,2,4.34,1.22,1
2021,masters-de-paris-bercy,8,6,0,2,0,1.32,3.44,1
2021,masters-de-paris-bercy,8,16,4,1,2,3.21,1.35,1
2021,masters-de-paris-bercy,8,0,0,0,2,1.17,5.06,1
2021,masters-de-paris-bercy,8,0,2,1,2,4.94,1.18,1
2021,masters-de-paris-bercy,4,1,0,2,0,1.22,4.51,1
2021,masters-de-paris-bercy,4,0,7,1,2,3.25,1.35,1
2021,masters-de-paris-bercy,4,6,4,0,2,3.14,1.38,1
2021,masters-de-paris-bercy,4,0,2,0,2,7.44,1.1,1
2021,masters-de-paris-bercy,2,1,7,2,1,1.17,5.14,1
2021,masters-de-paris-bercy,2,4,2,0,2,2.08,1.78,1
2021,masters-de-paris-bercy,1,1,2,2,1,2.04,1.8,1
2020,masters-de-paris-bercy,32,0,0,0,2,1.28,3.7,1
2020,masters-de-paris-bercy,32,0,34,2,0,1.57,2.4,1
2020,masters-de-paris-bercy,32,34,15,0,2,2.83,1.42,1
2020,masters-de-paris-bercy,32,9,35,2,0,1.25,3.93,1
2020,masters-de-paris-bercy,32,0,0,0,2,5.7,1.14,1
2020,masters-de-paris-bercy,32,34,34,0,2,2.32,1.59,1
2020,masters-de-paris-bercy,32,0,0,2,0,1.65,2.2,1
2020,masters-de-paris-bercy,32,0,0,2,1,1.27,3.72,1
2020,masters-de-paris-bercy,32,0,0,2,0,1.8,1.97,1
2020,masters-de-paris-bercy,32,12,0,2,0,1.47,2.66,1
2020,masters-de-paris-bercy,32,0,0,1,2,1.48,2.63,1
2020,masters-de-paris-bercy,32,0,36,1,2,1.3,3.47,1
2020,masters-de-paris-bercy,32,0,0,2,1,2.2,1.66,1
2020,masters-de-paris-bercy,32,36,35,0,2,3.03,1.38,1
2020,masters-de-paris-bercy,32,34,11,2,1,2.4,1.56,1
2020,masters-de-paris-bercy,32,16,34,2,0,1.18,4.86,1
2020,masters-de-paris-bercy,32,0,0,2,0,1.69,2.15,1
2020,masters-de-paris-bercy,32,0,34,1,2,3.23,1.34,1
2020,masters-de-paris-bercy,32,0,35,1,2,2.32,1.6,1
2020,masters-de-paris-bercy,32,0,10,0,2,4.56,1.2,1
2020,masters-de-paris-bercy,32,14,0,1,2,1.37,3.14,1
2020,masters-de-paris-bercy,32,36,35,1,2,1.98,1.82,1
2020,masters-de-paris-bercy,32,0,0,2,1,1.35,3.19,1
2020,masters-de-paris-bercy,16,1,0,2,1,1.08,8.08,1
2020,masters-de-paris-bercy,16,0,15,2,1,5.05,1.17,1
2020,masters-de-paris-bercy,16,9,0,2,0,1.71,2.11,1
2020,masters-de-paris-bercy,16,0,8,2,0,2.27,1.63,1
2020,masters-de-paris-bercy,16,4,0,2,0,1.33,3.29,1
2020,masters-de-paris-bercy,16,0,0,1,2,1.97,1.84,1
2020,masters-de-paris-bercy,16,12,0,2,1,1.38,2.95,1
2020,masters-de-paris-bercy,16,0,5,0,2,8.21,1.08,1
2020,masters-de-paris-bercy,16,6,0,2,0,1.47,2.66,1
2020,masters-de-paris-bercy,16,0,0,0,2,4.29,1.22,1
2020,masters-de-paris-bercy,16,16,0,2,0,1.44,2.7,1
2020,masters-de-paris-bercy,16,7,0,1,2,1.34,3.26,1
2020,masters-de-paris-bercy,16,0,10,0,2,4.98,1.17,1
2020,masters-de-paris-bercy,16,0,2,2,1,2.77,1.45,1
2020,masters-de-paris-bercy,8,1,0,2,0,1.06,10.15,1
2020,masters-de-paris-bercy,8,9,0,2,0,1.29,3.59,1
2020,masters-de-paris-bercy,8,4,0,2,1,1.17,5.1,1
2020,masters-de-paris-bercy,8,12,5,2,1,4.52,1.2,1
2020,masters-de-paris-bercy,8,6,0,2,0,1.44,2.79,1
2020,masters-de-paris-bercy,8,16,3,1,2,2.46,1.55,1
2020,masters-de-paris-bercy,8,0,10,0,2,5.81,1.14,1
2020,masters-de-paris-bercy,8,0,0,1,2,2.42,1.57,1
2020,masters-de-paris-bercy,4,1,9,2,1,1.15,5.63,1
2020,masters-de-paris-bercy,4,4,12,2,0,1.46,2.72,1
2020,masters-de-paris-bercy,4,6,3,0,2,2.77,1.45,1
2020,masters-de-paris-bercy,4,10,0,2,1,1.39,3.01,1
2020,masters-de-paris-bercy,2,1,4,0,2,1.57,2.42,1
2020,masters-de-paris-bercy,2,3,10,2,0,1.46,2.71,1
2020,masters-de-paris-bercy,1,4,3,1,2,1.91,1.9,1
2019,masters-de-paris-bercy,32,0,36,1,2,1.93,1.85,1
2019,masters-de-paris-bercy,32,0,34,2,0,1.78,2.02,1
2019,masters-de-paris-bercy,32,0,0,0,2,7.16,1.1,1
2019,masters-de-paris-bercy,32,0,0,1,2,1.74,2.08,1
2019,masters-de-paris-bercy,32,34,34,2,1,2.02,1.78,1
2019,masters-de-paris-bercy,32,0,0,0,2,2.41,1.56,1
2019,masters-de-paris-bercy,32,0,35,2,1,1.63,2.27,1
2019,masters-de-paris-bercy,32,34,0,0,2,2.41,1.56,1
2019,masters-de-paris-bercy,32,0,0,1,2,1.73,2.08,1
2019,masters-de-paris-bercy,32,0,36,2,0,1.68,2.16,1
2019,masters-de-paris-bercy,32,0,0,0,2,1.59,2.33,1
2019,masters-de-paris-bercy,32,0,34,2,1,1.55,2.44,1
2019,masters-de-paris-bercy,32,0,35,1,2,1.78,2.02,1
2019,masters-de-paris-bercy,32,0,0,2,0,1.59,2.33,1
2019,masters-de-paris-bercy,32,34,35,0,2,2.84,1.42,1
2019,masters-de-paris-bercy,16,1,0,2,0,1.02,15.6,1
2019,masters-de-paris-bercy,16,0,14,2,0,2.4,1.56,1
2019,masters-de-paris-bercy,16,9,0,0,2,2.06,1.75,1
2019,masters-de-paris-bercy,16,0,7,0,2,3.5,1.3,1
2019,masters-de-paris-bercy,16,4,0,1,2,1.15,5.4,1
2019,masters-de-paris-bercy,16,0,15,2,0,2.63,1.48,1
2019,masters-de-paris-bercy,16,12,0,0,2,1.77,2.03,1
2019,masters-de-paris-bercy,16,0,5,1,2,2.47,1.53,1
2019,masters-de-paris-bercy,16,6,0,2,0,1.33,3.3,1
2019,masters-de-paris-bercy,16,0,11,2,1,1.46,2.68,1
2019,masters-de-paris-bercy,16,13,0,2,0,1.41,2.84,1
2019,masters-de-paris-bercy,16,0,36,2,0,1.84,1.92,1
2019,masters-de-paris-bercy,16,8,0,1,2,1.52,2.51,1
2019,masters-de-paris-bercy,16,0,10,2,0,2.37,1.57,1
2019,masters-de-paris-bercy,16,16,0,2,0,1.6,2.32,1
2019,masters-de-paris-bercy,16,0,2,0,2,6.23,1.12,1
2019,masters-de-paris-bercy,8,1,0,2,0,1.09,7.32,1
2019,masters-de-paris-bercy,8,0,7,0,2,2.34,1.6,1
2019,masters-de-paris-bercy,8,0,0,1,2,1.56,2.44,1
2019,masters-de-paris-bercy,8,0,5,2,0,2.17,1.69,1
2019,masters-de-paris-bercy,8,6,0,1,2,1.43,2.85,1
2019,masters-de-paris-bercy,8,13,0,2,1,1.25,4.04,1
2019,masters-de-paris-bercy,8,0,0,1,2,2.36,1.59,1
2019,masters-de-paris-bercy,8,16,2,0,2,4.02,1.25,1
2019,masters-de-paris-bercy,4,1,7,2,0,1.31,3.43,1
2019,masters-de-paris-bercy,4,0,0,0,2,4.0,1.25,1
2019,masters-de-paris-bercy,4,0,13,2,0,1.72,2.11,1
2019,masters-de-paris-bercy,4,0,2,0,2,5.08,1.17,1
2019,masters-de-paris-bercy,2,1,0,2,0,1.12,6.38,1
2019,masters-de-paris-bercy,1,1,0,2,0,1.13,5.99,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.66,2.2,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.56,2.41,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.31,3.44,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.61,2.29,1
2018,masters-de-paris-bercy,32,0,34,2,0,1.69,2.14,1
2018,masters-de-paris-bercy,32,34,0,2,1,2.36,1.55,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.33,3.29,1
2018,masters-de-paris-bercy,32,35,38,1,2,1.7,2.14,1
2018,masters-de-paris-bercy,32,0,35,2,0,1.74,2.08,1
2018,masters-de-paris-bercy,32,0,34,2,0,2.16,1.69,1
2018,masters-de-paris-bercy,32,0,35,2,1,1.73,2.1,1
2018,masters-de-paris-bercy,32,0,34,2,1,1.58,2.38,1
2018,masters-de-paris-bercy,32,0,0,2,0,1.37,3.07,1
2018,masters-de-paris-bercy,32,34,0,0,2,1.64,2.23,1
2018,masters-de-paris-bercy,32,0,34,0,2,2.96,1.39,1
2018,masters-de-paris-bercy,16,36,0,2,1,3.25,1.33,1
2018,masters-de-paris-bercy,16,0,16,0,2,1.3,3.51,1
2018,masters-de-paris-bercy,16,11,0,2,0,1.84,1.93,1
2018,masters-de-paris-bercy,16,0,6,0,2,2.4,1.57,1
2018,masters-de-paris-bercy,16,4,0,2,0,1.28,3.71,1
2018,masters-de-paris-bercy,16,0,15,1,2,2.45,1.54,1
2018,masters-de-paris-bercy,16,0,8,1,2,2.91,1.4,1
2018,masters-de-paris-bercy,16,7,0,2,1,1.47,2.67,1
2018,masters-de-paris-bercy,16,0,10,0,2,5.33,1.16,1
2018,masters-de-paris-bercy,16,5,0,2,0,1.37,3.09,1
2018,masters-de-paris-bercy,16,0,9,0,2,1.72,2.1,1
2018,masters-de-paris-bercy,16,14,0,0,2,1.32,3.39,1
2018,masters-de-paris-bercy,16,0,2,0,2,15.4,1.02,1
2018,masters-de-paris-bercy,8,0,16,0,2,3.18,1.36,1
2018,masters-de-paris-bercy,8,11,6,1,2,2.04,1.78,1
2018,masters-de-paris-bercy,8,4,15,2,0,1.28,3.7,1
2018,masters-de-paris-bercy,8,0,8,2,1,1.51,2.59,1
2018,masters-de-paris-bercy,8,7,10,0,2,2.12,1.72,1
2018,masters-de-paris-bercy,8,13,3,0,2,5.76,1.14,1
2018,masters-de-paris-bercy,8,5,9,2,0,1.46,2.74,1
2018,masters-de-paris-bercy,4,16,6,1,2,3.4,1.32,1
2018,masters-de-paris-bercy,4,4,0,0,2,1.44,2.79,1
2018,masters-de-paris-bercy,4,10,3,0,2,2.69,1.47,1
2018,masters-de-paris-bercy,4,5,2,1,2,5.57,1.15,1
2018,masters-de-paris-bercy,2,6,0,0,2,1.86,1.95,1
2018,masters-de-paris-bercy,2,3,2,1,2,3.03,1.39,1
2018,masters-de-paris-bercy,1,0,2,2,0,4.96,1.17,1
2017,masters-de-paris-bercy,32,0,0,0,2,2.15,1.7,1
2017,masters-de-paris-bercy,32,0,0,2,0,2.71,1.46,1
2017,masters-de-paris-bercy,32,34,0,2,0,1.87,1.94,1
2017,masters-de-paris-bercy,32,34,35,1,2,1.76,2.07,1
2017,masters-de-paris-bercy,32,0,0,0,2,1.69,2.17,1
2017,masters-de-paris-bercy,32,34,0,2,0,1.41,2.94,1
2017,masters-de-paris-bercy,32,0,0,2,0,1.45,2.75,1
2017,masters-de-paris-bercy,32,0,0,2,1,1.27,3.85,1
2017,masters-de-paris-bercy,32,0,0,2,0,1.69,2.18,1
2017,masters-de-paris-bercy,32,35,0,2,0,1.72,2.13,1
2017,masters-de-paris-bercy,32,0,34,0,2,1.57,2.4,1
2017,masters-de-paris-bercy,32,34,34,0,2,1.73,2.1,1
2017,masters-de-paris-bercy,32,0,36,0,2,1.82,1.98,1
2017,masters-de-paris-bercy,32,0,0,2,0,1.68,2.18,1
2017,masters-de-paris-bercy,32,0,36,2,1,1.34,3.23,1
2017,masters-de-paris-bercy,32,35,0,0,2,2.35,1.59,1
2017,masters-de-paris-bercy,16,1,0,2,0,1.09,7.42,1
2017,masters-de-paris-bercy,16,0,15,2,1,2.05,1.77,1
2017,masters-de-paris-bercy,16,10,0,0,2,1.49,2.63,1
2017,masters-de-paris-bercy,16,0,8,2,0,2.44,1.56,1
2017,masters-de-paris-bercy,16,4,0,1,2,1.24,4.14,1
2017,masters-de-paris-bercy,16,0,13,0,2,6.47,1.12,1
2017,masters-de-paris-bercy,16,9,0,2,1,1.88,1.92,1
2017,masters-de-paris-bercy,16,0,6,0,2,2.43,1.57,1
2017,masters-de-paris-bercy,16,7,0,2,1,1.46,2.7,1
2017,masters-de-paris-bercy,16,0,11,2,1,3.48,1.31,1
2017,masters-de-paris-bercy,16,14,0,2,0,1.37,3.1,1
2017,masters-de-paris-bercy,16,0,3,0,2,3.63,1.29,1
2017,masters-de-paris-bercy,16,5,0,2,1,1.41,2.94,1
2017,masters-de-paris-bercy,16,0,12,2,1,2.26,1.65,1
2017,masters-de-paris-bercy,16,16,0,2,1,1.92,1.88,1
2017,masters-de-paris-bercy,16,0,17,0,2,2.61,1.5,1
2017,masters-de-paris-bercy,8,1,0,2,1,1.05,11.85,1
2017,masters-de-paris-bercy,8,0,0,2,1,1.67,2.24,1
2017,masters-de-paris-bercy,8,0,13,0,2,6.14,1.13,1
2017,masters-de-paris-bercy,8,9,6,2,1,2.94,1.42,1
2017,masters-de-paris-bercy,8,7,0,0,2,1.33,3.42,1
2017,masters-de-paris-bercy,8,14,3,0,2,2.34,1.62,1
2017,masters-de-paris-bercy,8,5,0,0,2,1.69,2.2,1
2017,masters-de-paris-bercy,8,16,17,2,0,3.35,1.34,1
2017,masters-de-paris-bercy,4,13,9,1,2,1.38,3.15,1
2017,masters-de-paris-bercy,4,0,3,2,0,4.17,1.25,1
2017,masters-de-paris-bercy,4,0,16,1,2,1.7,2.19,1
2017,masters-de-paris-bercy,2,0,9,2,1,3.31,1.35,1
2017,masters-de-paris-bercy,2,0,16,0,2,2.08,1.77,1
2017,masters-de-paris-bercy,1,0,16,1,2,2.8,1.46,1
2016,masters-de-paris-bercy,32,0,0,0,2,3.28,1.34,1
2016,masters-de-paris-bercy,32,0,35,2,0,1.39,3.02,1
2016,masters-de-paris-bercy,32,34,0,0,2,3.0,1.39,1
2016,masters-de-paris-bercy,32,0,0,2,1,1.68,2.19,1
2016,masters-de-paris-bercy,32,34,0,2,0,1.42,2.84,1
2016,masters-de-paris-bercy,32,38,0,0,2,2.07,1.75,1
2016,masters-de-paris-bercy,32,0,0,2,0,1.33,3.32,1
2016,masters-de-paris-bercy,32,0,0,0,2,2.26,1.63,1
2016,masters-de-paris-bercy,32,0,35,2,1,1.51,2.58,1
2016,masters-de-paris-bercy,32,0,35,2,0,1.67,2.19,1
2016,masters-de-paris-bercy,32,0,0,0,2,1.75,2.07,1
2016,masters-de-paris-bercy,32,0,0,2,0,1.66,2.21,1
2016,masters-de-paris-bercy,32,34,0,0,2,1.64,2.25,1
2016,masters-de-paris-bercy,32,0,34,2,1,1.39,3.0,1
2016,masters-de-paris-bercy,32,34,0,0,2,2.26,1.63,1
2016,masters-de-paris-bercy,16,1,0,2,0,1.1,7.6,1
2016,masters-de-paris-bercy,16,9,0,2,0,1.34,3.26,1
2016,masters-de-paris-bercy,16,0,8,0,2,3.5,1.31,1
2016,masters-de-paris-bercy,16,3,0,1,2,1.28,3.67,1
2016,masters-de-paris-bercy,16,0,15,2,0,1.89,1.9,1
2016,masters-de-paris-bercy,16,12,0,2,0,1.45,2.77,1
2016,masters-de-paris-bercy,16,0,6,2,0,2.18,1.69,1
2016,masters-de-paris-bercy,16,5,0,2,0,1.2,4.69,1
2016,masters-de-paris-bercy,16,0,11,0,2,5.54,1.16,1
2016,masters-de-paris-bercy,16,16,0,2,0,2.16,1.69,1
2016,masters-de-paris-bercy,16,0,4,0,2,3.14,1.36,1
2016,masters-de-paris-bercy,16,7,0,2,1,1.28,3.75,1
2016,masters-de-paris-bercy,16,0,10,2,1,1.78,2.03,1
2016,masters-de-paris-bercy,16,13,0,2,1,1.59,2.36,1
2016,masters-de-paris-bercy,16,0,2,1,2,9.7,1.07,1
2016,masters-de-paris-bercy,8,1,0,2,1,1.12,6.72,1
2016,masters-de-paris-bercy,8,9,8,2,0,1.57,2.42,1
2016,masters-de-paris-bercy,8,0,0,1,2,2.78,1.45,1
2016,masters-de-paris-bercy,8,12,0,1,2,1.84,1.97,1
2016,masters-de-paris-bercy,8,5,11,1,2,1.59,2.37,1
2016,masters-de-paris-bercy,8,16,4,1,2,6.16,1.14,1
2016,masters-de-paris-bercy,8,7,0,2,0,1.91,1.89,1
2016,masters-de-paris-bercy,8,13,2,0,2,7.42,1.1,1
2016,masters-de-paris-bercy,4,1,9,0,2,1.2,4.6,1
2016,masters-de-paris-bercy,4,0,0,2,1,2.23,1.67,1
2016,masters-de-paris-bercy,4,11,4,0,2,2.14,1.73,1
2016,masters-de-paris-bercy,4,7,2,0,2,7.12,1.11,1
2016,masters-de-paris-bercy,2,9,0,0,2,1.36,3.24,1
2016,masters-de-paris-bercy,1,0,2,1,2,5.51,1.16,1
2015,masters-de-paris-bercy,32,36,0,0,2,2.05,1.74,1
2015,masters-de-paris-bercy,32,0,0,2,1,2.75,1.45,1
2015,masters-de-paris-bercy,32,35,0,1,2,2.51,1.52,1
2015,masters-de-paris-bercy,32,34,0,2,1,2.97,1.38,1
2015,masters-de-paris-bercy,32,0,0,0,2,2.09,1.74,1
2015,masters-de-paris-bercy,32,0,0,0,2,1.37,3.1,1
2015,masters-de-paris-bercy,32,0,0,2,1,1.5,2.5,1
2015,masters-de-paris-bercy,32,34,0,2,1,1.87,1.86,1
2015,masters-de-paris-bercy,32,0,0,0,2,1.35,3.11,1
2015,masters-de-paris-bercy,32,34,0,0,2,4.11,1.23,1
2015,masters-de-paris-bercy,32,34,34,0,2,2.08,1.75,1
2015,masters-de-paris-bercy,32,0,0,2,0,1.75,2.06,1
2015,masters-de-paris-bercy,32,35,0,1,2,2.97,1.39,1
2015,masters-de-paris-bercy,32,0,0,2,0,1.82,1.98,1
2015,masters-de-paris-bercy,32,35,34,0,2,1.75,2.07,1
2015,masters-de-paris-bercy,32,0,0,0,2,1.69,2.13,1
2015,masters-de-paris-bercy,16,1,0,2,0,1.02,13.6,1
2015,masters-de-paris-bercy,16,0,14,1,2,2.52,1.52,1
2015,masters-de-paris-bercy,16,0,0,2,0,1.36,3.09,1
2015,masters-de-paris-bercy,16,0,5,1,2,6.01,1.13,1
2015,masters-de-paris-bercy,16,4,0,2,0,1.38,3.06,1
2015,masters-de-paris-bercy,16,0,15,2,1,1.88,1.88,1
2015,masters-de-paris-bercy,16,11,0,2,1,1.42,2.8,1
2015,masters-de-paris-bercy,16,0,7,0,2,4.86,1.18,1
2015,masters-de-paris-bercy,16,8,0,2,0,1.23,4.2,1
2015,masters-de-paris-bercy,16,0,12,2,0,2.4,1.55,1
2015,masters-de-paris-bercy,16,13,0,2,0,1.27,3.77,1
2015,masters-de-paris-bercy,16,0,3,0,2,9.4,1.06,1
2015,masters-de-paris-bercy,16,6,0,2,1,1.36,3.05,1
2015,masters-de-paris-bercy,16,0,10,0,2,4.09,1.23,1
2015,masters-de-paris-bercy,16,16,0,2,0,1.21,4.26,1
2015,masters-de-paris-bercy,16,0,2,0,2,6.97,1.1,1
2015,masters-de-paris-bercy,8,1,14,2,0,1.05,10.92,1
2015,masters-de-paris-bercy,8,0,5,0,2,1.72,2.1,1
2015,masters-de-paris-bercy,8,4,0,2,0,1.2,4.47,1
2015,masters-de-paris-bercy,8,11,7,1,2,3.52,1.29,1
2015,masters-de-paris-bercy,8,8,0,2,1,1.44,2.72,1
2015,masters-de-paris-bercy,8,13,3,2,1,6.02,1.12,1
2015,masters-de-paris-bercy,8,16,2,0,2,5.9,1.13,1
2015,masters-de-paris-bercy,4,1,5,2,0,1.1,7.18,1
2015,masters-de-paris-bercy,4,4,7,2,0,2.38,1.58,1
2015,masters-de-paris-bercy,4,8,13,2,1,1.57,2.4,1
2015,masters-de-paris-bercy,4,10,2,1,2,4.62,1.2,1
2015,masters-de-paris-bercy,2,1,4,2,1,1.13,5.98,1
2015,masters-de-paris-bercy,2,8,2,0,2,3.21,1.35,1
2015,masters-de-paris-bercy,1,1,2,2,0,1.26,3.95,1
2014,masters-de-paris-bercy,32,0,35,2,0,1.35,3.19,1
2014,masters-de-paris-bercy,32,0,0,0,2,3.17,1.35,1
2014,masters-de-paris-bercy,32,0,0,0,2,3.0,1.38,1
2014,masters-de-paris-bercy,32,0,0,0,2,3.17,1.35,1
2014,masters-de-paris-bercy,32,34,0,1,2,2.13,1.69,1
2014,masters-de-paris-bercy,32,0,0,2,0,1.75,2.03,1
2014,masters-de-paris-bercy,32,0,0,2,1,1.9,1.87,1
2014,masters-de-paris-bercy,32,35,35,0,2,2.36,1.58,1
2014,masters-de-paris-bercy,32,0,34,1,2,2.87,1.41,1
2014,masters-de-paris-bercy,32,0,0,0,2,1.42,2.78,1
2014,masters-de-paris-bercy,32,0,0,2,1,2.18,1.66,1
2014,masters-de-paris-bercy,32,34,0,2,0,1.39,2.96,1
2014,masters-de-paris-bercy,32,0,34,0,2,1.36,3.11,1
2014,masters-de-paris-bercy,32,34,0,0,2,2.86,1.4,1
2014,masters-de-paris-bercy,16,1,0,2,0,1.14,5.7,1
2014,masters-de-paris-bercy,16,0,13,2,0,1.62,2.26,1
2014,masters-de-paris-bercy,16,9,0,2,0,1.15,5.41,1
2014,masters-de-paris-bercy,16,0,8,0,2,3.27,1.34,1
2014,masters-de-paris-bercy,16,4,0,2,1,1.51,2.55,1
2014,masters-de-paris-bercy,16,0,15,2,1,2.62,1.48,1
